matrix_name,dim,nnz,matrix_type,data_type,matrix_layout,square
delf_A_26.mtx,6662,15420,coordinate,real,general,0
delf_A_31.mtx,6655,15405,coordinate,real,general,0
delf_A_34.mtx,6650,15403,coordinate,real,general,0
delf_A_27.mtx,6657,15400,coordinate,real,general,0
delf_A_33.mtx,6651,15400,coordinate,real,general,0
delf_A_36.mtx,6654,15397,coordinate,real,general,0
delf.mtx,6654,15397,coordinate,real,general,0
ccc_G_08.mtx,10240,15360,coordinate,pattern,symmetric,1
delf_A_23.mtx,6672,15298,coordinate,real,general,0
delf_A_20.mtx,6672,15270,coordinate,real,general,0
delf_A_21.mtx,6666,15263,coordinate,real,general,0
delf_A_22.mtx,6672,15260,coordinate,real,general,0
robot24c1_mat5.mtx,302,15118,coordinate,integer,general,0
robot24c1_mat5_J.mtx,404,15118,coordinate,integer,general,0
msc01050.mtx,1050,15103,coordinate,real,symmetric,1
bcsstk21.mtx,3600,15100,coordinate,real,symmetric,1
data.mtx,2851,15093,coordinate,pattern,symmetric,1
scagr7-2r_A_08.mtx,5855,15057,coordinate,real,general,0
delf_A_15.mtx,6642,15036,coordinate,real,general,0
zenios.mtx,2873,15032,coordinate,real,symmetric,1
n2c6-b4.mtx,1365,15015,coordinate,integer,general,0
n3c6-b4.mtx,1365,15015,coordinate,integer,general,0
lp_bnl2.mtx,4486,14996,coordinate,real,general,0
lp_pilot_ja.mtx,2267,14977,coordinate,real,general,0
delf_A_09.mtx,6622,14971,coordinate,real,general,0
D_8.mtx,1271,14966,coordinate,integer,general,0
delf_A_18.mtx,6660,14963,coordinate,real,general,0
delf_A_11.mtx,6622,14952,coordinate,real,general,0
delf_A_16.mtx,6629,14951,coordinate,real,general,0
delf_A_13.mtx,6626,14948,coordinate,real,general,0
delf_A_19.mtx,6648,14939,coordinate,real,general,0
delf_A_14.mtx,6591,14928,coordinate,real,general,0
delf_A_12.mtx,6609,14915,coordinate,real,general,0
delf_A_17.mtx,6643,14904,coordinate,real,general,0
delf_A_08.mtx,6611,14898,coordinate,real,general,0
delf_A_10.mtx,6610,14888,coordinate,real,general,0
Sieber.mtx,2290,14873,coordinate,real,general,1
bcsstm37.mtx,25503,14765,coordinate,real,symmetric,1
delf_A_07.mtx,6619,14754,coordinate,real,general,0
delf_A_05.mtx,6614,14696,coordinate,real,general,0
scrs8-2r_A_08.mtx,6955,14663,coordinate,real,general,0
light_in_tissue_b.mtx,1,14641,coordinate,complex,general,0
delf_A_06.mtx,6575,14605,coordinate,real,general,0
pde2961.mtx,2961,14585,coordinate,real,general,1
adder_trans_02.mtx,1814,14579,coordinate,real,general,1
adder_trans_01.mtx,1814,14579,coordinate,real,general,1
scfxm1-2r_A_3.mtx,4263,14508,coordinate,real,general,0
scfxm1-2b_A_2.mtx,4263,14508,coordinate,real,general,0
ca-GrQc.mtx,5242,14496,coordinate,pattern,symmetric,1
case9_b2_04.mtx,1,14453,coordinate,real,general,0
TSOPF_FS_b9_c6_b.mtx,1,14453,coordinate,real,general,0
case9_b2_07.mtx,1,14453,coordinate,real,general,0
case9_b1_06.mtx,1,14453,coordinate,real,general,0
case9_b2_01.mtx,1,14453,coordinate,real,general,0
case9_b2_02.mtx,1,14453,coordinate,real,general,0
case9_b1_07.mtx,1,14453,coordinate,real,general,0
case9_b1_02.mtx,1,14453,coordinate,real,general,0
case9_b2_09.mtx,1,14453,coordinate,real,general,0
case9_b2_06.mtx,1,14453,coordinate,real,general,0
case9_b.mtx,1,14453,coordinate,real,general,0
case9_b1_04.mtx,1,14453,coordinate,real,general,0
case9_b1_03.mtx,1,14453,coordinate,real,general,0
case9_b2_08.mtx,1,14453,coordinate,real,general,0
case9_b2_03.mtx,1,14453,coordinate,real,general,0
case9_b2_05.mtx,1,14453,coordinate,real,general,0
case9_b1_01.mtx,1,14453,coordinate,real,general,0
case9_b1_08.mtx,1,14453,coordinate,real,general,0
case9_b1_09.mtx,1,14453,coordinate,real,general,0
case9_b1_05.mtx,1,14453,coordinate,real,general,0
delf_A_03.mtx,6605,14432,coordinate,real,general,0
delf_A_04.mtx,6534,14343,coordinate,real,general,0
cca_G_08.mtx,10240,14336,coordinate,pattern,symmetric,1
delf_A_02.mtx,6570,14322,coordinate,real,general,0
bibd_17_4.mtx,2380,14280,coordinate,pattern,general,0
bibd_17_4b.mtx,2380,14280,coordinate,pattern,general,0
n4c5-b4.mtx,1350,14260,coordinate,integer,general,0
scsd8-2r_A_06.mtx,4550,14210,coordinate,real,general,0
TSOPF_RS_b300_c2_b.mtx,137,14209,coordinate,real,general,0
case9_b1_12.mtx,1,14146,coordinate,real,general,0
case9_b2_12.mtx,1,14146,coordinate,real,general,0
case9_b2_11.mtx,1,14134,coordinate,real,general,0
case9_b1_11.mtx,1,14134,coordinate,real,general,0
orsreg_1.mtx,2205,14133,coordinate,real,general,1
G62.mtx,7000,14000,coordinate,integer,symmetric,1
case9_b1_10.mtx,1,13936,coordinate,real,general,0
case9_b2_10.mtx,1,13936,coordinate,real,general,0
Reuters911_Day_02.mtx,13332,13919,coordinate,integer,symmetric,1
as-735.mtx,7716,13895,coordinate,pattern,symmetric,1
as-735_G_733.mtx,7716,13895,coordinate,pattern,symmetric,1
dwt_2680.mtx,2680,13853,coordinate,pattern,symmetric,1
n4c6-b14.mtx,6300,13800,coordinate,integer,general,0
cis-n4c6-b14.mtx,6300,13800,coordinate,integer,general,0
steam2.mtx,600,13760,coordinate,real,general,1
delf_A_01.mtx,6599,13741,coordinate,real,general,0
3elt.mtx,4720,13722,coordinate,pattern,symmetric,1
lshp3466.mtx,3466,13681,coordinate,pattern,symmetric,1
ex2.mtx,441,13640,coordinate,real,symmetric,1
CAG_mat364.mtx,364,13585,coordinate,integer,general,1
bcspwr10.mtx,5300,13571,coordinate,pattern,symmetric,1
qc324.mtx,324,13527,coordinate,complex,symmetric,1
as-735_G_707.mtx,7716,13485,coordinate,pattern,symmetric,1
as-735_G_701.mtx,7716,13479,coordinate,pattern,symmetric,1
as-735_G_702.mtx,7716,13460,coordinate,pattern,symmetric,1
as-735_G_705.mtx,7716,13459,coordinate,pattern,symmetric,1
as-735_G_700.mtx,7716,13445,coordinate,pattern,symmetric,1
lp_fit1d.mtx,1049,13427,coordinate,real,general,0
as-735_G_706.mtx,7716,13420,coordinate,pattern,symmetric,1
as-735_G_698.mtx,7716,13404,coordinate,pattern,symmetric,1
as-735_G_699.mtx,7716,13396,coordinate,pattern,symmetric,1
as-735_G_696.mtx,7716,13393,coordinate,pattern,symmetric,1
as-735_G_704.mtx,7716,13356,coordinate,pattern,symmetric,1
lp_pilotnov.mtx,2446,13331,coordinate,real,general,0
as-735_G_703.mtx,7716,13326,coordinate,pattern,symmetric,1
radfr1.mtx,1048,13299,coordinate,real,general,1
3elt_dual.mtx,9000,13278,coordinate,pattern,symmetric,1
as-735_G_693.mtx,7716,13257,coordinate,pattern,symmetric,1
n2c6-b8.mtx,3990,13230,coordinate,integer,general,0
as-735_G_692.mtx,7716,13211,coordinate,pattern,symmetric,1
as-735_G_691.mtx,7716,13170,coordinate,pattern,symmetric,1
lpi_klein3.mtx,1082,13101,coordinate,integer,general,0
sstmodel.mtx,3345,13047,coordinate,pattern,symmetric,1
Pd.mtx,8081,13036,coordinate,real,general,1
saylr4.mtx,3564,12940,coordinate,real,symmetric,1
as-735_G_690.mtx,7716,12933,coordinate,pattern,symmetric,1
rajat12.mtx,1879,12926,coordinate,real,general,1
as-735_G_689.mtx,7716,12921,coordinate,pattern,symmetric,1
as-735_G_688.mtx,7716,12896,coordinate,pattern,symmetric,1
lp_ship08l.mtx,4363,12882,coordinate,real,general,0
TSOPF_FS_b9_c1.mtx,2454,12831,coordinate,real,symmetric,1
fxm2-6.mtx,2845,12812,coordinate,real,general,0
c-20.mtx,2921,12803,coordinate,real,symmetric,1
cz1268.mtx,1268,12786,coordinate,real,general,1
Kohonen.mtx,4470,12731,coordinate,pattern,general,1
D_7.mtx,971,12714,coordinate,integer,general,0
as-735_G_687.mtx,7716,12712,coordinate,pattern,symmetric,1
as-735_G_686.mtx,7716,12679,coordinate,pattern,symmetric,1
as-735_G_685.mtx,7716,12639,coordinate,pattern,symmetric,1
as-735_G_683.mtx,7716,12633,coordinate,pattern,symmetric,1
as-735_G_684.mtx,7716,12612,coordinate,pattern,symmetric,1
as-735_G_682.mtx,7716,12611,coordinate,pattern,symmetric,1
as-735_G_679.mtx,7716,12602,coordinate,pattern,symmetric,1
as-735_G_680.mtx,7716,12600,coordinate,pattern,symmetric,1
ch7-6-b2.mtx,630,12600,coordinate,integer,general,0
as-735_G_681.mtx,7716,12591,coordinate,pattern,symmetric,1
as-735_G_677.mtx,7716,12553,coordinate,pattern,symmetric,1
as-735_G_678.mtx,7716,12552,coordinate,pattern,symmetric,1
sctap1-2r_A_06.mtx,4290,12542,coordinate,integer,general,0
as-735_G_676.mtx,7716,12522,coordinate,pattern,symmetric,1
as-735_G_675.mtx,7716,12522,coordinate,pattern,symmetric,1
G55.mtx,5000,12498,coordinate,pattern,symmetric,1
as-735_G_671.mtx,7716,12498,coordinate,pattern,symmetric,1
G56.mtx,5000,12498,coordinate,integer,symmetric,1
as-735_G_669.mtx,7716,12485,coordinate,pattern,symmetric,1
as-735_G_674.mtx,7716,12484,coordinate,pattern,symmetric,1
as-735_G_672.mtx,7716,12483,coordinate,pattern,symmetric,1
as-735_G_670.mtx,7716,12476,coordinate,pattern,symmetric,1
as-735_G_673.mtx,7716,12470,coordinate,pattern,symmetric,1
as-735_G_668.mtx,7716,12468,coordinate,pattern,symmetric,1
as-735_G_667.mtx,7716,12443,coordinate,pattern,symmetric,1
as-735_G_665.mtx,7716,12433,coordinate,pattern,symmetric,1
as-735_G_666.mtx,7716,12430,coordinate,pattern,symmetric,1
bcsstm34.mtx,588,12429,coordinate,real,symmetric,1
as-735_G_664.mtx,7716,12412,coordinate,pattern,symmetric,1
D_9.mtx,1133,12395,coordinate,integer,general,0
as-735_G_663.mtx,7716,12384,coordinate,pattern,symmetric,1
as-735_G_662.mtx,7716,12355,coordinate,pattern,symmetric,1
cryg2500.mtx,2500,12349,coordinate,real,general,1
as-735_G_661.mtx,7716,12327,coordinate,pattern,symmetric,1
airfoil1.mtx,4253,12289,coordinate,pattern,symmetric,1
se_G_11.mtx,8192,12286,coordinate,pattern,symmetric,1
as-735_G_659.mtx,7716,12277,coordinate,pattern,symmetric,1
delaunay_n12.mtx,4096,12264,coordinate,pattern,symmetric,1
as-735_G_660.mtx,7716,12260,coordinate,pattern,symmetric,1
as-735_G_658.mtx,7716,12254,coordinate,pattern,symmetric,1
as-735_G_657.mtx,7716,12218,coordinate,pattern,symmetric,1
as-735_G_656.mtx,7716,12179,coordinate,pattern,symmetric,1
as-735_G_655.mtx,7716,12103,coordinate,pattern,symmetric,1
as-735_G_654.mtx,7716,12097,coordinate,pattern,symmetric,1
as-735_G_652.mtx,7716,12096,coordinate,pattern,symmetric,1
as-735_G_653.mtx,7716,12080,coordinate,pattern,symmetric,1
as-735_G_651.mtx,7716,12080,coordinate,pattern,symmetric,1
c-19.mtx,2327,12072,coordinate,real,symmetric,1
as-735_G_650.mtx,7716,12062,coordinate,pattern,symmetric,1
rdb2048_noL.mtx,2048,12032,coordinate,real,general,1
rdb2048.mtx,2048,12032,coordinate,real,general,1
as-735_G_648.mtx,7716,12030,coordinate,pattern,symmetric,1
mhd1280b.mtx,1280,12029,coordinate,complex,Hermitian,1
as-735_G_649.mtx,7716,12024,coordinate,pattern,symmetric,1
as-735_G_644.mtx,7716,12023,coordinate,pattern,symmetric,1
lutz30-23-b6.mtx,3003,12012,coordinate,integer,general,0
ABACUS_shell_hd_Mzeros.mtx,23412,12010,coordinate,pattern,general,1
ABACUS_shell_ld_Mzeros.mtx,23412,12010,coordinate,pattern,general,1
ABACUS_shell_md_Mzeros.mtx,23412,12010,coordinate,pattern,general,1
scsd8-2r_A_05.mtx,3850,12010,coordinate,real,general,0
as-735_G_642.mtx,7716,12008,coordinate,pattern,symmetric,1
as-735_G_647.mtx,7716,12007,coordinate,pattern,symmetric,1
as-735_G_646.mtx,7716,11996,coordinate,pattern,symmetric,1
as-735_G_645.mtx,7716,11989,coordinate,pattern,symmetric,1
as-735_G_643.mtx,7716,11979,coordinate,pattern,symmetric,1
bcsstm13.mtx,2003,11973,coordinate,real,symmetric,1
as-735_G_638.mtx,7716,11967,coordinate,pattern,symmetric,1
as-735_G_640.mtx,7716,11963,coordinate,pattern,symmetric,1
ex33.mtx,1733,11961,coordinate,real,symmetric,1
as-735_G_636.mtx,7716,11929,coordinate,pattern,symmetric,1
lshp3025.mtx,3025,11929,coordinate,pattern,symmetric,1
as-735_G_637.mtx,7716,11927,coordinate,pattern,symmetric,1
as-735_G_635.mtx,7716,11919,coordinate,pattern,symmetric,1
as-735_G_634.mtx,7716,11917,coordinate,pattern,symmetric,1
as-735_G_632.mtx,7716,11898,coordinate,pattern,symmetric,1
geom.mtx,7343,11898,coordinate,integer,symmetric,1
as-735_G_630.mtx,7716,11894,coordinate,pattern,symmetric,1
as-735_G_633.mtx,7716,11891,coordinate,pattern,symmetric,1
as-735_G_631.mtx,7716,11871,coordinate,pattern,symmetric,1
as-735_G_629.mtx,7716,11841,coordinate,pattern,symmetric,1
photogrammetry.mtx,390,11816,coordinate,real,general,0
airfoil1_dual.mtx,8034,11813,coordinate,pattern,symmetric,1
TSOPF_RS_b2052_c1_b.mtx,421,11811,coordinate,real,general,0
as-735_G_628.mtx,7716,11803,coordinate,pattern,symmetric,1
as-735_G_626.mtx,7716,11791,coordinate,pattern,symmetric,1
as-735_G_623.mtx,7716,11787,coordinate,pattern,symmetric,1
G41.mtx,2000,11785,coordinate,integer,symmetric,1
G37.mtx,2000,11785,coordinate,pattern,symmetric,1
G42.mtx,2000,11779,coordinate,integer,symmetric,1
G38.mtx,2000,11779,coordinate,pattern,symmetric,1
G35.mtx,2000,11778,coordinate,pattern,symmetric,1
G39.mtx,2000,11778,coordinate,integer,symmetric,1
as-735_G_624.mtx,7716,11778,coordinate,pattern,symmetric,1
DK01R.mtx,903,11766,coordinate,real,general,1
G36.mtx,2000,11766,coordinate,pattern,symmetric,1
G40.mtx,2000,11766,coordinate,integer,symmetric,1
as-735_G_619.mtx,7716,11746,coordinate,pattern,symmetric,1
as-735_G_621.mtx,7716,11743,coordinate,pattern,symmetric,1
as-735_G_625.mtx,7716,11739,coordinate,pattern,symmetric,1
as-735_G_618.mtx,7716,11738,coordinate,pattern,symmetric,1
as-735_G_620.mtx,7716,11720,coordinate,pattern,symmetric,1
as-735_G_615.mtx,7716,11719,coordinate,pattern,symmetric,1
as-735_G_627.mtx,7716,11714,coordinate,pattern,symmetric,1
as-735_G_616.mtx,7716,11713,coordinate,pattern,symmetric,1
as-735_G_610.mtx,7716,11706,coordinate,pattern,symmetric,1
as-735_G_614.mtx,7716,11703,coordinate,pattern,symmetric,1
as-735_G_608.mtx,7716,11699,coordinate,pattern,symmetric,1
as-735_G_611.mtx,7716,11698,coordinate,pattern,symmetric,1
as-735_G_613.mtx,7716,11692,coordinate,pattern,symmetric,1
as-735_G_617.mtx,7716,11686,coordinate,pattern,symmetric,1
as-735_G_606.mtx,7716,11656,coordinate,pattern,symmetric,1
as-735_G_607.mtx,7716,11655,coordinate,pattern,symmetric,1
as-735_G_612.mtx,7716,11641,coordinate,pattern,symmetric,1
as-735_G_609.mtx,7716,11626,coordinate,pattern,symmetric,1
as-735_G_605.mtx,7716,11625,coordinate,pattern,symmetric,1
as-735_G_604.mtx,7716,11613,coordinate,pattern,symmetric,1
as-735_G_603.mtx,7716,11603,coordinate,pattern,symmetric,1
bcsstm10.mtx,1086,11589,coordinate,real,symmetric,1
as-735_G_602.mtx,7716,11588,coordinate,pattern,symmetric,1
bcsstk10.mtx,1086,11578,coordinate,real,symmetric,1
as-735_G_596.mtx,7716,11551,coordinate,pattern,symmetric,1
watt_2.mtx,1856,11550,coordinate,real,general,1
as-735_G_601.mtx,7716,11549,coordinate,pattern,symmetric,1
as-735_G_600.mtx,7716,11541,coordinate,pattern,symmetric,1
as-735_G_597.mtx,7716,11530,coordinate,pattern,symmetric,1
as-735_G_594.mtx,7716,11528,coordinate,pattern,symmetric,1
as-735_G_598.mtx,7716,11524,coordinate,pattern,symmetric,1
as-735_G_599.mtx,7716,11523,coordinate,pattern,symmetric,1
as-735_G_595.mtx,7716,11522,coordinate,pattern,symmetric,1
Franz3.mtx,2800,11520,coordinate,integer,general,0
as-735_G_592.mtx,7716,11497,coordinate,pattern,symmetric,1
as-735_G_593.mtx,7716,11482,coordinate,pattern,symmetric,1
as-735_G_591.mtx,7716,11475,coordinate,pattern,symmetric,1
lock_700.mtx,700,11433,coordinate,pattern,symmetric,1
as-735_G_589.mtx,7716,11427,coordinate,pattern,symmetric,1
as-735_G_585.mtx,7716,11408,coordinate,pattern,symmetric,1
extr1.mtx,2837,11407,coordinate,real,general,1
extr1b_A_26.mtx,2836,11405,coordinate,real,general,1
extr1b_A_31.mtx,2836,11405,coordinate,real,general,1
extr1b_A_42.mtx,2836,11405,coordinate,real,general,1
extr1b_A_07.mtx,2836,11405,coordinate,real,general,1
extr1b_A_37.mtx,2836,11405,coordinate,real,general,1
extr1b_A_21.mtx,2836,11405,coordinate,real,general,1
extr1b_A_19.mtx,2836,11404,coordinate,real,general,1
extr1b_A_24.mtx,2836,11404,coordinate,real,general,1
extr1b_A_29.mtx,2836,11404,coordinate,real,general,1
extr1b_A_17.mtx,2836,11404,coordinate,real,general,1
extr1b_A_34.mtx,2836,11404,coordinate,real,general,1
extr1b.mtx,2836,11404,coordinate,real,general,1
extr1b_A_40.mtx,2836,11404,coordinate,real,general,1
as-735_G_588.mtx,7716,11403,coordinate,pattern,symmetric,1
as-735_G_587.mtx,7716,11401,coordinate,pattern,symmetric,1
as-735_G_584.mtx,7716,11389,coordinate,pattern,symmetric,1
as-735_G_586.mtx,7716,11386,coordinate,pattern,symmetric,1
watt_1.mtx,1856,11360,coordinate,real,general,1
145bit.mtx,993,11315,coordinate,pattern,general,0
as-735_G_583.mtx,7716,11308,coordinate,pattern,symmetric,1
as-735_G_582.mtx,7716,11283,coordinate,pattern,symmetric,1
as-735_G_581.mtx,7716,11263,coordinate,pattern,symmetric,1
adder_dcop_66.mtx,1813,11246,coordinate,real,general,1
adder_dcop_35.mtx,1813,11246,coordinate,real,general,1
adder_dcop_02.mtx,1813,11246,coordinate,real,general,1
adder_dcop_20.mtx,1813,11246,coordinate,real,general,1
adder_dcop_23.mtx,1813,11246,coordinate,real,general,1
adder_dcop_42.mtx,1813,11246,coordinate,real,general,1
adder_dcop_56.mtx,1813,11246,coordinate,real,general,1
adder_dcop_27.mtx,1813,11246,coordinate,real,general,1
adder_dcop_58.mtx,1813,11246,coordinate,real,general,1
adder_dcop_61.mtx,1813,11246,coordinate,real,general,1
adder_dcop_28.mtx,1813,11246,coordinate,real,general,1
adder_dcop_38.mtx,1813,11246,coordinate,real,general,1
adder_dcop_14.mtx,1813,11246,coordinate,real,general,1
adder_dcop_47.mtx,1813,11246,coordinate,real,general,1
adder_dcop_34.mtx,1813,11246,coordinate,real,general,1
adder_dcop_54.mtx,1813,11246,coordinate,real,general,1
adder_dcop_24.mtx,1813,11246,coordinate,real,general,1
adder_dcop_29.mtx,1813,11246,coordinate,real,general,1
adder_dcop_69.mtx,1813,11246,coordinate,real,general,1
adder_dcop_46.mtx,1813,11246,coordinate,real,general,1
adder_dcop_52.mtx,1813,11246,coordinate,real,general,1
adder_dcop_48.mtx,1813,11246,coordinate,real,general,1
adder_dcop_36.mtx,1813,11246,coordinate,real,general,1
adder_dcop_17.mtx,1813,11246,coordinate,real,general,1
adder_dcop_16.mtx,1813,11246,coordinate,real,general,1
adder_dcop_45.mtx,1813,11246,coordinate,real,general,1
adder_dcop_60.mtx,1813,11246,coordinate,real,general,1
adder_dcop_43.mtx,1813,11246,coordinate,real,general,1
adder_dcop_26.mtx,1813,11246,coordinate,real,general,1
adder_dcop_65.mtx,1813,11246,coordinate,real,general,1
adder_dcop_31.mtx,1813,11246,coordinate,real,general,1
adder_dcop_53.mtx,1813,11246,coordinate,real,general,1
adder_dcop_51.mtx,1813,11246,coordinate,real,general,1
adder_dcop_59.mtx,1813,11246,coordinate,real,general,1
adder_dcop_32.mtx,1813,11246,coordinate,real,general,1
adder_dcop_50.mtx,1813,11246,coordinate,real,general,1
adder_dcop_25.mtx,1813,11246,coordinate,real,general,1
adder_dcop_63.mtx,1813,11246,coordinate,real,general,1
adder_dcop_62.mtx,1813,11246,coordinate,real,general,1
adder_dcop_40.mtx,1813,11246,coordinate,real,general,1
adder_dcop_22.mtx,1813,11246,coordinate,real,general,1
adder_dcop_67.mtx,1813,11246,coordinate,real,general,1
adder_dcop_15.mtx,1813,11246,coordinate,real,general,1
adder_dcop_18.mtx,1813,11246,coordinate,real,general,1
adder_dcop_64.mtx,1813,11246,coordinate,real,general,1
adder_dcop_68.mtx,1813,11246,coordinate,real,general,1
adder_dcop_37.mtx,1813,11246,coordinate,real,general,1
adder_dcop_49.mtx,1813,11246,coordinate,real,general,1
adder_dcop_39.mtx,1813,11246,coordinate,real,general,1
adder_dcop_33.mtx,1813,11246,coordinate,real,general,1
adder_dcop_21.mtx,1813,11246,coordinate,real,general,1
adder_dcop_57.mtx,1813,11246,coordinate,real,general,1
adder_dcop_30.mtx,1813,11246,coordinate,real,general,1
adder_dcop_12.mtx,1813,11246,coordinate,real,general,1
adder_dcop_55.mtx,1813,11246,coordinate,real,general,1
adder_dcop_41.mtx,1813,11246,coordinate,real,general,1
adder_dcop_44.mtx,1813,11245,coordinate,real,general,1
adder_dcop_19.mtx,1813,11245,coordinate,real,general,1
adder_dcop_13.mtx,1813,11245,coordinate,real,general,1
adder_dcop_11.mtx,1813,11243,coordinate,real,general,1
adder_dcop_08.mtx,1813,11242,coordinate,real,general,1
